Date	Location	Crop	Soil_Moisture	Temperature_C	Yield_kg_per_hectare
10042020	Tamil Nadu	Barley	29.04	21.25	3195.21
6042021	Haryana	Potato	24.99	22.9	23004.4
30042024	Haryana	Wheat	29.74	26.55	3813.46
1032021	Punjab	Cucumber	36.57	32.28	20977.61
20112022	Maharashtra	Onion	21.63	24.26	15973.65
11012021	Tamil Nadu	Potato	25.96	24.72	23491.61
17022021	Haryana	Wheat	20.0	25.82	3741.89
13102021	West Bengal	Onion	24.03	22.36	22830.93
12052020	Maharashtra	Tomato	34.14	28.35	35407.05
22012022	Haryana	Wheat	26.5	26.4	3368.37
8112022	Bihar	Onion	19.37	25.54	23964.96
10082022	Uttar Pradesh	Barley	18.06	17.94	2426.16
10052022	Tamil Nadu	Cucumber	27.0	28.46	16852.06
1102021	Bihar	Cucumber	34.09	27.9	15668.3
7082022	Tamil Nadu	Onion	33.38	34.49	15494.61
11102024	Karnataka	Rice	53.71	33.07	3556.53
15122021	Punjab	Tomato	27.37	30.9	29105.19
26072022	Karnataka	Onion	37.61	31.91	13869.39
18032023	Punjab	Cucumber	25.19	27.15	12405.17
5112021	Haryana	Cucumber	32.16	27.93	19672.05
2062023	West Bengal	Rice	48.38	32.71	3334.64
12052022	West Bengal	Rice	55.81	38.04	3017.84
4042020	Maharashtra	Wheat	33.42	22.87	3541.9
12112023	Maharashtra	Onion	25.08	26.19	23400.66
23112021	Karnataka	Tomato	26.33	31.32	29593.56
3022024	Punjab	Onion	24.91	28.76	14702.26
15032021	Tamil Nadu	Rice	42.13	39.67	2919.0
3022022	Tamil Nadu	Potato	40.26	25.55	18605.75
16092020	Karnataka	Rice	53.94	30.32	2933.24
16022023	Bihar	Wheat	32.26	16.85	2978.21
6012021	Bihar	Rice	50.8	26.97	3476.52
27092022	West Bengal	Cucumber	30.04	28.26	17147.5
6102023	Karnataka	Cucumber	30.63	31.71	9922.64
3102022	Punjab	Rice	51.61	37.43	4210.51
7032023	Uttar Pradesh	Tomato	31.22	33.19	17138.42
15122024	Uttar Pradesh	Rice	50.07	32.52	4549.91
26072021	Bihar	Barley	28.86	12.66	2566.95
26042024	Uttar Pradesh	Onion	34.31	25.24	14201.21
23022021	Bihar	Onion	31.9	23.0	16899.4
20032023	Haryana	Wheat	26.09	24.96	3881.29
19092022	Uttar Pradesh	Wheat	26.72	21.66	3190.1
26072024	Punjab	Potato	33.34	18.4	19929.23
28062020	Bihar	Potato	35.13	17.64	27710.52
5032024	West Bengal	Wheat	24.95	20.59	4629.23
3082022	Haryana	Cucumber	30.53	30.38	17322.37
18082022	Haryana	Barley	18.81	22.72	1628.86
26012022	Uttar Pradesh	Wheat	35.62	21.65	2298.87
3042021	Maharashtra	Potato	31.38	24.41	14523.6
28032020	Tamil Nadu	Onion	22.1	25.58	18453.88
25012023	West Bengal	Tomato	29.96	29.63	22399.37
4102023	Punjab	Rice	51.38	32.7	3283.44
4042024	Karnataka	Rice	50.7	36.8	2631.27
5042021	Bihar	Onion	20.29	22.92	17677.69
1042024	Karnataka	Tomato	25.84	30.9	33677.18
6032023	Maharashtra	Potato	38.25	21.56	17959.34
22092023	Punjab	Potato	31.81	21.16	29804.07
3042024	West Bengal	Cucumber	34.04	31.28	20297.67
12112023	Tamil Nadu	Barley	21.21	17.8	3001.77
20042024	Bihar	Onion	32.13	19.89	15248.51
30052023	Haryana	Onion	26.42	23.53	24093.28
29072020	Karnataka	Rice	37.75	32.52	3405.63
6092023	Maharashtra	Cucumber	39.07	33.79	8595.02
26012022	Haryana	Tomato	36.33	20.99	14000.0
1102023	Maharashtra	Barley	20.64	21.48	1967.1
12072020	Haryana	Tomato	31.71	28.21	26612.01
2122023	Bihar	Potato	25.04	16.58	17570.21
9102020	West Bengal	Cucumber	33.0	25.76	18506.36
12082021	Tamil Nadu	Barley	17.84	20.03	2318.72
24082020	Karnataka	Onion	20.66	19.14	11182.61
23122021	Maharashtra	Onion	26.92	28.14	16350.83
28082021	West Bengal	Rice	36.41	32.16	6599.37
11042022	Bihar	Tomato	36.37	24.44	42579.24
3112023	Bihar	Wheat	28.86	24.0	3274.22
11022022	West Bengal	Tomato	24.45	32.83	18357.52
17102023	Maharashtra	Tomato	32.89	27.88	35433.55
6042020	Punjab	Onion	30.15	25.01	15816.22
7052023	Haryana	Cucumber	38.91	27.31	22640.95
15092022	Maharashtra	Barley	28.96	17.24	3032.69
17022021	Uttar Pradesh	Onion	30.46	28.11	21781.72
24092022	Uttar Pradesh	Potato	37.74	15.49	23018.77
11012023	Haryana	Cucumber	33.22	34.19	13431.7
24112023	Bihar	Potato	25.44	23.66	18505.45
7092024	Maharashtra	Potato	24.58	24.49	13706.12
23022023	West Bengal	Potato	32.46	25.39	23984.16
7032023	Karnataka	Onion	36.63	26.4	15982.66
5022024	West Bengal	Potato	28.62	22.17	19886.21
9052023	Haryana	Tomato	39.06	23.31	26493.35
12072021	Punjab	Barley	23.34	24.95	2807.71
29092022	Karnataka	Rice	46.45	32.63	4804.13
29092024	West Bengal	Rice	51.21	31.91	5757.16
29072022	Karnataka	Barley	23.2	22.67	2607.71
19042024	Tamil Nadu	Cucumber	25.37	29.7	20584.28
19082021	Karnataka	Onion	20.83	33.91	10500.0
1062021	Maharashtra	Potato	34.85	19.09	19845.74
6082024	Karnataka	Rice	45.58	34.85	4835.96
22112020	West Bengal	Rice	52.54	31.88	6143.92
24052023	Uttar Pradesh	Cucumber	32.12	24.47	15688.55
14042023	Karnataka	Tomato	37.49	26.06	31605.81
3122021	Haryana	Cucumber	25.85	33.95	17193.88
25042023	Uttar Pradesh	Tomato	38.92	22.52	25764.24
24122020	Punjab	Tomato	35.64	29.29	37676.9
26112023	Uttar Pradesh	Barley	18.8	15.72	2460.87
18012024	West Bengal	Potato	38.54	23.53	15374.55
24112023	Tamil Nadu	Wheat	25.26	22.08	4386.14
9092023	Karnataka	Tomato	33.32	29.88	29296.5
10122020	Bihar	Onion	25.11	28.24	12492.37
9022020	Karnataka	Rice	46.49	36.68	3335.75
7012020	West Bengal	Onion	26.48	26.9	22076.68
25112021	Uttar Pradesh	Onion	23.43	21.72	20366.7
4052021	Tamil Nadu	Tomato	38.28	29.46	37864.89
28062022	Maharashtra	Cucumber	36.8	31.83	12783.97
7092020	Tamil Nadu	Onion	15.01	25.0	18702.44
3072022	Uttar Pradesh	Onion	34.75	24.03	22962.67
11012024	Tamil Nadu	Rice	38.01	33.35	5409.17
16042021	Punjab	Onion	34.87	28.75	16883.85
22052024	Uttar Pradesh	Cucumber	40.4	29.14	8128.5
1122024	Tamil Nadu	Wheat	31.17	23.38	2600.72
26052024	Tamil Nadu	Cucumber	32.9	28.41	7643.65
12102023	West Bengal	Rice	37.38	32.36	5191.05
17012021	West Bengal	Tomato	33.57	25.46	35174.33
29012022	Bihar	Wheat	31.64	25.5	3364.1
7042021	Bihar	Cucumber	31.14	30.51	8520.31
8022023	Tamil Nadu	Tomato	40.01	32.03	32111.77
19062020	Tamil Nadu	Tomato	26.08	25.5	24766.85
1122021	Bihar	Potato	33.97	20.24	26674.51
26072024	Tamil Nadu	Tomato	24.16	32.98	21187.84
13022020	Karnataka	Rice	47.96	33.93	4953.22
2062024	Uttar Pradesh	Tomato	29.65	26.51	30363.71
17102023	Karnataka	Onion	31.21	21.87	12489.35
15012024	Haryana	Tomato	29.02	30.35	21591.35
20052023	Haryana	Cucumber	26.42	30.68	21440.42
9052021	Bihar	Rice	31.4	28.25	3471.68
15042020	Tamil Nadu	Cucumber	28.98	37.34	13877.82
14022023	Tamil Nadu	Wheat	22.24	31.7	2907.73
24082021	Haryana	Potato	24.86	20.0	15945.17
19082022	Tamil Nadu	Cucumber	40.77	29.15	8821.22
10062023	Punjab	Tomato	26.67	23.61	33712.08
21012020	Uttar Pradesh	Cucumber	32.79	23.65	9550.45
14112023	Punjab	Tomato	37.66	31.2	30053.37
20112024	Tamil Nadu	Tomato	34.19	32.6	25813.08
10102021	Tamil Nadu	Potato	40.5	23.0	16273.69
13082022	Punjab	Tomato	28.19	32.13	20746.77
3022024	Maharashtra	Rice	36.33	35.85	3336.19
14062020	Punjab	Cucumber	29.87	33.18	7403.79
15052021	Karnataka	Tomato	31.99	27.35	36455.42
11082023	Maharashtra	Tomato	39.76	28.32	38193.05
30012024	Punjab	Barley	26.32	19.33	4293.47
28052022	Karnataka	Barley	21.91	18.06	3321.55
5102020	Maharashtra	Rice	32.63	29.42	5373.63
3112021	Maharashtra	Barley	26.22	21.37	2415.1
12032023	Punjab	Barley	29.79	17.3	2068.63
13062022	Karnataka	Cucumber	27.56	34.16	14133.31
23122022	Bihar	Potato	28.35	20.08	25154.19
29022023	Uttar Pradesh	Tomato	32.27	21.09	15855.22
30052023	Maharashtra	Barley	18.86	17.3	3824.28
7072023	Maharashtra	Cucumber	35.61	36.87	10394.45
9042024	Uttar Pradesh	Tomato	25.82	28.23	22162.79
17062021	Bihar	Onion	25.7	27.07	23514.24
16092021	Tamil Nadu	Rice	41.07	36.67	4631.94
15012023	Haryana	Cucumber	37.98	27.09	11981.29
18102023	Tamil Nadu	Cucumber	31.8	30.91	11044.98
22072024	West Bengal	Rice	50.41	38.52	3835.82
9122024	Bihar	Potato	32.07	19.4	16903.49
19052022	Tamil Nadu	Barley	18.74	17.05	2825.98
23082022	Punjab	Potato	30.22	18.71	20229.78
13022022	West Bengal	Wheat	29.37	21.24	4200.9
24082024	Tamil Nadu	Rice	55.77	39.46	4144.51
16052024	Haryana	Tomato	35.05	29.28	18810.26
22052022	Bihar	Cucumber	34.16	28.18	22294.72
26092022	Tamil Nadu	Cucumber	36.1	32.42	17663.97
2112023	Karnataka	Tomato	39.63	28.91	37937.77
9122020	West Bengal	Potato	24.22	17.22	15114.65
18112022	Bihar	Barley	24.87	19.75	2233.74
27042020	Tamil Nadu	Onion	19.21	30.88	20914.29
21072020	Tamil Nadu	Rice	42.89	31.77	2566.71
30092024	Haryana	Wheat	27.62	25.02	3226.77
5022022	West Bengal	Wheat	31.38	21.63	4410.67
29102023	Bihar	Potato	34.68	18.03	19278.7
30092024	Bihar	Barley	23.76	14.8	1778.56
25112020	Haryana	Rice	54.74	33.07	5579.14
17112020	Karnataka	Cucumber	32.93	30.51	20865.88
20082024	Punjab	Cucumber	30.31	31.75	19931.52
27102022	Karnataka	Tomato	28.93	20.9	19495.11
20062020	Punjab	Onion	20.51	30.45	14892.07
10062021	West Bengal	Potato	32.02	23.19	26515.3
15092024	Punjab	Cucumber	26.53	25.42	13253.98
20122022	West Bengal	Cucumber	32.17	30.04	14013.82
18072024	Karnataka	Tomato	25.97	26.62	24985.42
21052024	Haryana	Cucumber	34.11	26.97	17576.91
24112022	Haryana	Rice	43.04	31.06	6308.0
13092022	Uttar Pradesh	Wheat	32.68	23.04	3716.34
25042020	Maharashtra	Rice	37.19	34.81	4148.61
8122023	Karnataka	Tomato	39.0	35.72	18486.71
10082024	West Bengal	Potato	30.78	21.16	29683.41
27102023	Punjab	Wheat	23.0	23.8	4020.26
18082021	Uttar Pradesh	Rice	37.79	35.62	2100.0
1122024	West Bengal	Wheat	24.84	26.81	2846.51
23092020	Haryana	Rice	48.06	36.89	4086.51
28082022	Haryana	Barley	21.65	19.84	2647.37
27042023	Punjab	Potato	33.52	20.57	18694.45
3042023	Uttar Pradesh	Onion	23.94	25.98	12453.06
29112021	Haryana	Potato	31.18	24.06	13765.58
23082024	Uttar Pradesh	Cucumber	33.59	29.04	14744.12
19122024	Karnataka	Barley	28.51	21.73	3630.73
26082023	Maharashtra	Barley	31.83	22.12	2267.79
22072023	Uttar Pradesh	Tomato	36.69	31.44	25688.43
11112024	Haryana	Rice	44.39	28.42	2920.68
8022023	Tamil Nadu	Onion	21.24	24.63	17335.23
26112024	Uttar Pradesh	Barley	20.45	19.37	2505.94
20022021	Uttar Pradesh	Rice	38.52	26.57	5087.86
5032022	West Bengal	Cucumber	33.35	27.21	13851.25
29022020	West Bengal	Cucumber	37.82	33.05	9077.32
18082024	Tamil Nadu	Onion	26.56	21.37	18015.4
2082020	Punjab	Potato	30.77	15.88	13827.02
3112022	Haryana	Potato	27.96	15.9	16512.28
27022020	Punjab	Barley	24.94	18.97	2734.29
21052024	Bihar	Rice	33.74	28.36	3803.12
7042022	Uttar Pradesh	Cucumber	34.35	25.47	10850.23
3122021	Haryana	Cucumber	30.12	32.04	16526.98
11122024	Uttar Pradesh	Rice	45.15	35.15	2442.99
10042023	Maharashtra	Tomato	38.43	28.19	21682.8
15062020	Maharashtra	Potato	36.16	20.56	24513.23
10012021	West Bengal	Tomato	40.11	26.24	24173.98
17072020	Bihar	Rice	56.02	35.68	3318.98
28072024	Karnataka	Wheat	28.33	23.13	4151.02
14082023	Bihar	Wheat	33.63	23.42	3534.68
8032023	Uttar Pradesh	Barley	25.49	16.76	3889.37
12112024	Tamil Nadu	Wheat	30.53	19.61	3000.06
1012021	West Bengal	Potato	33.39	22.23	26631.56
23122021	Haryana	Wheat	33.95	25.16	2315.04
26042021	Haryana	Onion	28.17	24.6	15517.29
28032023	Haryana	Onion	26.76	24.39	24370.41
8042020	Uttar Pradesh	Barley	20.95	14.76	3077.16
23092020	Maharashtra	Onion	31.54	22.03	21272.33
18062021	Karnataka	Rice	42.84	28.66	2100.0
15082022	Haryana	Potato	27.62	18.89	18592.35
6092024	Uttar Pradesh	Barley	21.94	18.49	4316.47
11052021	Punjab	Tomato	35.49	32.09	22948.17
15052021	Uttar Pradesh	Rice	45.77	32.89	4163.71
30022020	Maharashtra	Tomato	25.18	29.75	32239.73
1072024	Karnataka	Potato	27.04	16.75	19354.06
21072023	Maharashtra	Wheat	25.13	28.9	2705.19
2092021	Bihar	Barley	29.24	14.47	1733.75
11112020	Punjab	Rice	54.49	32.78	4660.63
13022024	Uttar Pradesh	Cucumber	35.74	27.65	20385.24
19022022	Punjab	Potato	35.57	19.51	18142.88
1082023	Karnataka	Rice	38.86	34.18	5075.3
16072021	West Bengal	Tomato	30.02	31.92	21833.47
23122020	Haryana	Rice	51.32	26.17	3679.14
1082020	Haryana	Cucumber	30.07	25.71	20803.36
5122023	West Bengal	Onion	28.66	29.31	14498.4
19032022	Maharashtra	Tomato	29.89	23.38	21948.84
14062022	Tamil Nadu	Onion	35.01	25.61	15075.99
14112023	Maharashtra	Onion	25.39	24.42	21703.05
9012024	West Bengal	Wheat	25.74	27.33	2477.64
4022023	Haryana	Tomato	34.4	19.73	14000.0
2092021	Maharashtra	Rice	41.83	35.98	4656.14
27032023	Haryana	Barley	21.23	15.59	2693.7
9052020	Maharashtra	Barley	26.21	15.85	2183.06
1112023	Tamil Nadu	Cucumber	24.53	30.63	21465.54
6072022	Tamil Nadu	Potato	29.01	24.15	33317.9
21012023	West Bengal	Potato	29.89	18.87	20570.08
10022020	Uttar Pradesh	Tomato	33.97	24.38	24188.43
23112024	Uttar Pradesh	Tomato	31.57	25.23	19987.27
17102024	Tamil Nadu	Tomato	38.03	27.11	34807.42
29112023	Uttar Pradesh	Onion	25.14	25.76	15327.92
1032022	Haryana	Onion	19.61	21.68	18445.59
15052021	Uttar Pradesh	Wheat	33.38	18.86	3137.58
28082024	Punjab	Potato	28.71	16.4	13166.35
28082021	Bihar	Wheat	16.33	18.88	2642.7
17102024	Uttar Pradesh	Rice	48.79	28.64	5492.65
12042024	Haryana	Tomato	31.06	23.05	35022.26
25122021	Tamil Nadu	Onion	34.83	27.82	22450.12
14122021	Maharashtra	Tomato	38.36	29.93	18575.23
26042023	Tamil Nadu	Wheat	23.25	28.12	2286.45
23062022	Haryana	Tomato	28.47	26.4	27231.08
15112020	Uttar Pradesh	Rice	50.18	28.79	2866.73
21122020	Uttar Pradesh	Potato	35.71	20.23	28310.67
23082024	West Bengal	Wheat	30.74	25.89	2333.92
2032023	Bihar	Barley	19.88	18.48	1963.84
30112020	West Bengal	Wheat	27.43	22.5	3918.86
10062020	Karnataka	Onion	28.32	20.97	18018.69
21082022	Punjab	Wheat	30.9	19.83	3049.67
20082022	Punjab	Rice	43.56	28.2	4033.08
27122022	Uttar Pradesh	Tomato	33.71	27.66	40125.13
18062023	Uttar Pradesh	Tomato	31.43	26.0	29352.32
30072020	Punjab	Rice	42.97	28.44	4602.14
2042020	Tamil Nadu	Potato	37.09	22.66	32467.73
24122022	Bihar	Onion	25.1	19.73	17527.22
26062023	Karnataka	Barley	22.31	19.63	3772.32
7092021	Haryana	Cucumber	25.65	29.67	15780.17
9022024	Maharashtra	Barley	27.57	17.6	2832.49
20032024	Bihar	Cucumber	26.65	28.23	15531.54
14052020	Punjab	Tomato	37.81	28.73	37707.75
12112021	Punjab	Onion	27.11	25.41	26795.78
12122020	Haryana	Cucumber	34.46	31.41	20501.74
10072022	Tamil Nadu	Potato	39.15	24.57	22852.34
4062023	Punjab	Cucumber	33.53	25.73	18833.41
17092023	Tamil Nadu	Potato	38.06	24.66	28761.45
11042023	Tamil Nadu	Rice	50.14	39.04	5032.21
18012023	Uttar Pradesh	Potato	36.27	20.83	22849.29
29042022	West Bengal	Onion	34.01	23.13	14470.39
5102020	Karnataka	Onion	31.32	22.03	13488.14
8092022	Karnataka	Onion	24.98	25.74	27853.7
25042020	West Bengal	Cucumber	35.98	32.55	16977.46
26072024	Punjab	Potato	24.1	21.29	23913.21
16122022	Uttar Pradesh	Cucumber	27.16	26.56	13467.01
10112024	Bihar	Potato	32.41	18.78	31955.17
8012022	Haryana	Rice	36.19	28.15	3301.83
6062021	Karnataka	Wheat	26.3	21.54	2328.39
23082024	Tamil Nadu	Onion	21.62	21.0	12559.74
6012022	West Bengal	Potato	35.67	24.35	15374.36
29072024	Punjab	Wheat	31.12	23.85	3251.12
25052020	Haryana	Onion	26.32	22.83	24837.2
4102024	Punjab	Barley	22.82	15.83	3054.96
14092022	Haryana	Onion	32.47	23.55	21635.79
10102022	Punjab	Potato	28.87	21.9	20519.56
4072023	Punjab	Cucumber	30.75	23.32	14659.08
13032024	Punjab	Barley	24.86	23.14	3180.26
20102020	Karnataka	Tomato	35.06	26.41	27156.03
1102021	Bihar	Wheat	21.08	23.79	2075.33
3112021	Karnataka	Tomato	25.0	22.75	29974.8
9052020	Maharashtra	Tomato	29.65	24.0	30064.33
20012023	Haryana	Tomato	36.51	30.09	28813.18
1122024	Karnataka	Rice	46.71	38.99	3192.91
10062021	Maharashtra	Wheat	23.47	20.21	3208.24
10102022	Bihar	Potato	37.21	18.89	29715.78
10052020	West Bengal	Tomato	37.06	28.29	26098.16
15092022	Bihar	Tomato	30.64	25.22	20327.14
23082022	Punjab	Wheat	23.48	20.26	2950.04
8072021	Karnataka	Rice	47.37	27.78	2129.02
26032024	Tamil Nadu	Tomato	27.88	27.36	25960.02
3022020	West Bengal	Rice	39.97	37.88	3178.5
12012024	Haryana	Wheat	29.17	26.05	3230.72
11022020	West Bengal	Onion	26.84	20.4	16741.63
25122022	Tamil Nadu	Wheat	21.7	28.29	3720.68
14102022	Uttar Pradesh	Potato	31.8	22.08	24426.1
11032024	West Bengal	Wheat	29.25	27.85	2630.63
17062020	Haryana	Barley	29.75	21.63	2087.64
29062022	Haryana	Onion	22.23	23.87	23907.81
8052023	Punjab	Barley	24.09	18.8	2860.88
1112022	Haryana	Tomato	38.3	25.84	33943.61
11062021	Karnataka	Onion	23.33	27.61	22464.39
23072022	Karnataka	Rice	39.31	34.05	6168.01
21052024	Karnataka	Tomato	31.26	29.93	32943.35
29082022	Haryana	Potato	33.23	22.16	26833.97
3112023	Maharashtra	Rice	51.41	35.2	4720.42
28082022	Maharashtra	Potato	25.18	21.06	17610.78
21062020	Punjab	Rice	49.93	28.51	4601.01
15112022	Punjab	Wheat	25.73	28.56	2840.03
26112024	Maharashtra	Rice	51.2	24.2	2563.5
3092022	West Bengal	Cucumber	26.85	35.34	12863.33
30072021	Maharashtra	Wheat	19.43	22.33	4836.22
28012024	Karnataka	Cucumber	25.17	30.95	18907.32
8062024	Tamil Nadu	Wheat	32.63	24.78	4577.2
4062021	Punjab	Onion	27.39	21.61	17182.7
27122021	Haryana	Cucumber	24.83	27.83	22999.95
21022023	Punjab	Rice	40.93	28.39	5229.25
23122021	Maharashtra	Barley	18.28	19.47	2574.9
1042020	Tamil Nadu	Onion	25.26	27.12	15617.58
25102022	Bihar	Cucumber	33.96	30.88	13272.0
18082021	Bihar	Onion	28.76	27.05	21464.57
24022020	Haryana	Onion	22.38	25.27	22229.25
13122020	Haryana	Barley	31.35	20.1	2718.29
6112022	Uttar Pradesh	Wheat	36.94	19.26	4645.17
3062022	Tamil Nadu	Potato	29.32	25.69	18825.97
27082021	Maharashtra	Cucumber	32.93	32.86	13932.21
26112023	Uttar Pradesh	Onion	33.58	21.54	21673.19
5012023	Punjab	Rice	43.34	31.18	5113.48
21022022	Punjab	Barley	30.03	22.93	2180.16
2102020	Haryana	Cucumber	29.67	25.48	13268.28
9022021	Bihar	Wheat	23.56	25.37	3125.74
17012023	Haryana	Tomato	27.73	22.09	25122.33
1072021	Maharashtra	Cucumber	30.7	33.01	19105.75
6102024	Karnataka	Wheat	31.81	20.65	3510.36
15102024	West Bengal	Tomato	38.26	23.21	24465.04
6032021	Uttar Pradesh	Rice	54.95	32.17	5523.59
5062023	Haryana	Wheat	22.58	21.21	4622.86
20062020	Punjab	Tomato	29.98	26.73	22100.4
24042024	Bihar	Cucumber	33.73	30.77	12182.74
23012020	Karnataka	Onion	32.95	23.21	22437.49
25022024	Tamil Nadu	Tomato	35.6	30.41	24806.01
13072020	Punjab	Tomato	40.11	26.66	19870.27
13062022	Karnataka	Wheat	19.46	21.62	4203.15
16122022	Maharashtra	Tomato	28.2	31.55	27266.03
13042023	Karnataka	Tomato	32.09	28.33	25918.87
28052023	Uttar Pradesh	Onion	30.35	23.58	28250.85
16022020	Uttar Pradesh	Rice	55.13	28.6	3653.73
10072023	Bihar	Tomato	34.83	26.92	35337.74
7012024	Maharashtra	Potato	37.68	22.72	19734.13
18112023	Bihar	Barley	23.99	18.85	2100.06
1082023	Tamil Nadu	Barley	30.5	21.49	3532.91
1102021	Bihar	Onion	36.57	28.21	13258.08
26102020	Punjab	Rice	40.84	33.19	6654.63
8052023	Bihar	Tomato	40.27	30.62	22187.73
5122024	West Bengal	Barley	29.8	20.8	3845.39
2042024	Uttar Pradesh	Cucumber	28.57	25.93	10483.35
13092023	Bihar	Potato	33.11	16.16	18730.44
17122024	Uttar Pradesh	Barley	24.69	15.45	3370.12
3122023	West Bengal	Barley	21.64	21.18	3602.18
23042020	Tamil Nadu	Cucumber	35.53	25.09	15315.54
16032020	Punjab	Onion	34.96	26.76	14991.27
18012021	West Bengal	Barley	23.77	17.32	3496.52
25042024	Maharashtra	Rice	44.83	37.78	2880.16
12062022	Uttar Pradesh	Wheat	21.27	25.28	3175.5
29012022	Uttar Pradesh	Tomato	23.07	27.92	21237.31
18032022	Uttar Pradesh	Rice	39.46	32.7	4719.87
28112022	Haryana	Wheat	34.08	18.03	2864.49
4042021	West Bengal	Barley	29.1	22.47	3075.9
16012021	Karnataka	Potato	29.07	24.24	24648.23
21102022	Tamil Nadu	Cucumber	35.24	32.49	13288.86
2112022	Haryana	Onion	33.63	25.69	27722.03
17082021	Haryana	Wheat	33.1	25.76	2696.31
2052022	Uttar Pradesh	Rice	55.39	33.45	6067.68
2012024	Uttar Pradesh	Cucumber	25.11	25.5	11597.09
16082022	West Bengal	Barley	28.79	15.41	2862.54
9042020	Bihar	Wheat	33.72	25.02	4016.33
29102022	Maharashtra	Tomato	29.33	27.8	41893.42
16022020	Uttar Pradesh	Cucumber	28.55	24.25	20163.97
25082023	Punjab	Wheat	31.73	26.97	3200.6
21042020	Maharashtra	Rice	49.28	33.5	2984.3
25012020	West Bengal	Onion	21.56	26.01	17302.47
13082021	Punjab	Potato	30.13	18.06	24669.59
28022024	Punjab	Barley	26.67	15.47	3187.97
22022020	Maharashtra	Tomato	31.08	30.99	22364.17
1042023	Tamil Nadu	Wheat	28.24	27.26	3426.8
8062023	Tamil Nadu	Onion	27.18	27.8	15989.33
7102020	Haryana	Potato	32.36	22.09	21056.74
28042021	Tamil Nadu	Onion	28.9	35.05	11706.49
5122020	Tamil Nadu	Barley	23.78	29.0	1400.0
10052023	Karnataka	Potato	31.23	21.7	13967.9
17072022	Punjab	Potato	31.06	26.1	16425.86
19022023	Haryana	Tomato	25.59	32.07	20938.17
2042020	Maharashtra	Wheat	21.77	27.85	2843.16
6062022	Karnataka	Potato	39.82	23.16	19805.19
15082021	Karnataka	Onion	30.13	31.31	11482.73
26032020	West Bengal	Potato	30.03	21.16	25110.43
13052023	West Bengal	Tomato	30.85	28.39	37998.77
10022021	Bihar	Tomato	30.79	23.57	32348.2
7102022	Bihar	Tomato	31.11	22.98	15662.31
24042023	Maharashtra	Wheat	21.04	27.76	1981.0
5092023	Maharashtra	Rice	42.9	32.87	4493.7
12022020	Maharashtra	Onion	22.75	26.05	24073.08
25052020	Punjab	Tomato	24.53	24.94	18373.38
15032022	Uttar Pradesh	Cucumber	40.36	24.33	11057.63
20042021	Haryana	Potato	28.1	22.27	18486.68
11032024	West Bengal	Tomato	32.33	28.67	40144.84
6022022	Punjab	Cucumber	32.1	28.3	15155.54
25092023	Karnataka	Cucumber	24.4	27.8	21293.38
13102023	Uttar Pradesh	Wheat	30.44	26.99	3327.94
27022020	Karnataka	Potato	27.72	23.37	13349.64
10112021	Uttar Pradesh	Onion	19.54	18.28	13957.51
16042020	Punjab	Cucumber	26.89	29.11	11429.13
8042023	Punjab	Barley	19.37	23.43	3146.4
26012020	Uttar Pradesh	Onion	23.81	26.34	20971.95
15032023	Haryana	Wheat	22.52	21.23	2878.5
21122021	Karnataka	Wheat	21.23	23.19	3523.78
19092023	Haryana	Wheat	25.81	24.37	3143.6
18102020	Bihar	Barley	26.17	16.1	2197.89
1052023	Punjab	Wheat	33.23	21.69	4212.71
17102024	Maharashtra	Potato	35.7	17.44	16106.28
1042021	Bihar	Onion	20.99	26.32	23740.74
29102021	Uttar Pradesh	Cucumber	36.95	24.8	8735.35
27052022	Karnataka	Potato	27.94	17.82	15251.68
15032021	Tamil Nadu	Potato	36.33	24.22	13831.09
7122020	Haryana	Cucumber	35.73	31.66	14404.91
11072023	Bihar	Wheat	17.38	18.44	4121.67
12032022	Karnataka	Onion	34.5	23.97	21152.65
5012022	Maharashtra	Tomato	41.26	25.67	32000.27
27022022	Tamil Nadu	Barley	20.84	25.09	1729.48
23052024	Tamil Nadu	Onion	20.07	24.52	16927.74
10012021	Uttar Pradesh	Onion	21.66	28.89	14218.31
27112024	Punjab	Rice	35.97	34.03	3361.13
27092021	Uttar Pradesh	Cucumber	26.43	26.05	12307.98
21032020	West Bengal	Potato	32.93	22.83	22811.31
20052020	Bihar	Potato	34.92	16.85	18353.29
28042024	Maharashtra	Potato	30.17	17.49	23603.92
14052023	Maharashtra	Onion	23.74	28.5	21872.21
6042020	Bihar	Barley	21.3	17.13	4006.13
29022022	Uttar Pradesh	Tomato	31.39	25.19	34689.91
22012021	Maharashtra	Onion	25.46	28.09	23583.26
4052022	Uttar Pradesh	Rice	51.04	37.28	3076.88
3072021	Tamil Nadu	Barley	27.58	21.01	4335.96
2102024	Punjab	Tomato	31.49	26.17	32398.49
2052022	Bihar	Cucumber	37.28	23.51	7361.98
20092020	Punjab	Tomato	29.75	31.88	19314.59
23112024	Uttar Pradesh	Rice	54.63	27.28	4471.3
6022024	Punjab	Wheat	30.46	24.12	3861.36
20112023	Bihar	Rice	48.85	33.1	3670.33
18102020	West Bengal	Barley	20.16	26.21	2531.43
3102020	Punjab	Cucumber	27.35	30.91	9967.35
22102020	Punjab	Barley	22.75	22.03	1752.15
4102023	Karnataka	Wheat	31.08	25.6	3092.34
20042023	Karnataka	Cucumber	34.18	31.89	19100.65
